chromosome_id	chromosome_name	ensembl_gene_id	start_position	end_position	strand
5	13	ENSOCUG00000003933	136960279	136963199	-1
5	13	ENSOCUG00000003935	136914937	136946466	1
5	13	ENSOCUG00000003953	72209724	72229606	-1
5	13	ENSOCUG00000004016	60607635	60648386	-1
5	13	ENSOCUG00000004031	12742559	12776487	1
5	13	ENSOCUG00000004042	123062712	123132055	-1
5	13	ENSOCUG00000004055	12781409	12799902	-1
5	13	ENSOCUG00000004056	122994058	123039749	-1
5	13	ENSOCUG00000004071	10309749	10332318	-1
5	13	ENSOCUG00000004105	23199954	23281548	1
5	13	ENSOCUG00000004126	132853369	132860642	-1
5	13	ENSOCUG00000004132	44846169	44858635	-1
5	13	ENSOCUG00000004163	140617476	140644330	-1
5	13	ENSOCUG00000004167	121615211	121619348	-1
5	13	ENSOCUG00000004170	140593982	140614809	-1
5	13	ENSOCUG00000004177	121549118	121614580	1
5	13	ENSOCUG00000004180	106945125	107425322	-1
5	13	ENSOCUG00000004192	106842909	106948053	-1
5	13	ENSOCUG00000004199	106785835	106832218	1
5	13	ENSOCUG00000004213	73673196	73678680	1
5	13	ENSOCUG00000004293	115265760	115403720	1
5	13	ENSOCUG00000004298	126848551	126855836	1
5	13	ENSOCUG00000004303	114933926	115123313	-1
5	13	ENSOCUG00000004307	37536922	37541822	-1
5	13	ENSOCUG00000004330	114840486	114933635	1
5	13	ENSOCUG00000004350	132823359	132824192	-1
5	13	ENSOCUG00000004358	2236474	2242646	1
5	13	ENSOCUG00000004363	141014441	141032489	1
5	13	ENSOCUG00000004368	89718451	89718774	1
5	13	ENSOCUG00000004372	89707775	89708380	-1
5	13	ENSOCUG00000004447	131691934	131705875	-1
5	13	ENSOCUG00000004470	24953789	25050076	-1
5	13	ENSOCUG00000004544	111976258	111984769	-1
5	13	ENSOCUG00000004560	37531984	37532262	1
5	13	ENSOCUG00000004607	141852240	141856984	1
5	13	ENSOCUG00000004609	42131720	42132133	-1
5	13	ENSOCUG00000004614	42105174	42110263	1
5	13	ENSOCUG00000004616	42096805	42103751	1
5	13	ENSOCUG00000004633	94996516	95184347	1
5	13	ENSOCUG00000004640	94968708	94983515	1
5	13	ENSOCUG00000004649	99552306	99737999	-1
5	13	ENSOCUG00000004662	99465840	99491940	-1
5	13	ENSOCUG00000004666	99431795	99435832	1
5	13	ENSOCUG00000004694	41167027	41177544	1
5	13	ENSOCUG00000004699	41142917	41165326	-1
5	13	ENSOCUG00000004701	125593665	125597546	1
5	13	ENSOCUG00000004702	33405115	33407945	1
5	13	ENSOCUG00000004703	125405730	125590689	1
5	13	ENSOCUG00000004704	41128655	41140190	-1
5	13	ENSOCUG00000004709	41125600	41127734	-1
5	13	ENSOCUG00000004712	41079897	41104207	-1
5	13	ENSOCUG00000004719	41040254	41040808	-1
5	13	ENSOCUG00000004722	41027661	41038680	1
5	13	ENSOCUG00000004727	78391045	78426558	-1
5	13	ENSOCUG00000004732	40100305	40103406	1
5	13	ENSOCUG00000004736	78351853	78383904	-1
5	13	ENSOCUG00000004783	135027033	135035575	1
5	13	ENSOCUG00000004785	37114693	37158406	-1
5	13	ENSOCUG00000004820	70022902	70104353	-1
5	13	ENSOCUG00000004821	41110913	41115169	-1
5	13	ENSOCUG00000004834	70004252	70014317	1
5	13	ENSOCUG00000004849	40719720	40777146	1
5	13	ENSOCUG00000004930	1278985	1319414	-1
5	13	ENSOCUG00000004942	110265878	110332377	-1
5	13	ENSOCUG00000004952	35438649	35445841	1
5	13	ENSOCUG00000005002	143350264	143360756	-1
5	13	ENSOCUG00000005004	143341705	143347463	1
5	13	ENSOCUG00000005075	130576341	130654296	-1
5	13	ENSOCUG00000005103	123485452	123496682	1
5	13	ENSOCUG00000005106	123401582	123485270	-1
5	13	ENSOCUG00000005122	123389990	123390649	-1
5	13	ENSOCUG00000005134	120027835	120031363	1
5	13	ENSOCUG00000005143	40928923	40941658	-1
5	13	ENSOCUG00000005161	5891451	6011914	1
5	13	ENSOCUG00000005167	5947850	5969699	-1
5	13	ENSOCUG00000005169	23382976	23406804	1
5	13	ENSOCUG00000005174	24289278	24322429	1
5	13	ENSOCUG00000005175	7171450	7208419	1
5	13	ENSOCUG00000005177	23444092	23476866	1
5	13	ENSOCUG00000005180	111993332	112002506	-1
5	13	ENSOCUG00000005182	7231840	7270360	1
5	13	ENSOCUG00000005184	7284506	7481721	-1
5	13	ENSOCUG00000005190	112060346	112091445	1
5	13	ENSOCUG00000005194	40286174	40306939	1
5	13	ENSOCUG00000005198	40203415	40206677	1
5	13	ENSOCUG00000005202	40167927	40169776	1
5	13	ENSOCUG00000005204	29891461	29899627	-1
5	13	ENSOCUG00000005205	40076944	40082161	1
5	13	ENSOCUG00000005206	5069184	5117831	-1
5	13	ENSOCUG00000005209	73354198	73467314	1
5	13	ENSOCUG00000005215	40040605	40042555	1
5	13	ENSOCUG00000005217	120338497	120342894	-1
5	13	ENSOCUG00000005220	120327089	120335833	1
5	13	ENSOCUG00000005225	120309853	120322981	-1
5	13	ENSOCUG00000005229	120264978	120293015	-1
5	13	ENSOCUG00000005249	79389986	79554547	1
5	13	ENSOCUG00000005252	128851141	128864478	-1
5	13	ENSOCUG00000005284	47642625	47736432	1
5	13	ENSOCUG00000005314	138581505	138671512	-1
5	13	ENSOCUG00000005421	34954393	34958370	-1
5	13	ENSOCUG00000005425	38813746	38814878	-1
5	13	ENSOCUG00000005430	38806289	38812900	1
5	13	ENSOCUG00000005436	38727332	38767543	-1
5	13	ENSOCUG00000005457	38721747	38726225	-1
5	13	ENSOCUG00000005463	3090539	3302219	-1
5	13	ENSOCUG00000005500	127483487	127492047	-1
5	13	ENSOCUG00000005502	39181588	39181926	-1
5	13	ENSOCUG00000005509	27567378	27740800	1
5	13	ENSOCUG00000005512	27466738	27518634	1
5	13	ENSOCUG00000005518	27332252	27355588	-1
5	13	ENSOCUG00000005546	54703086	54720603	-1
5	13	ENSOCUG00000005548	54693986	54696130	1
5	13	ENSOCUG00000005553	54599701	54650359	-1
5	13	ENSOCUG00000005560	54581501	54590498	1
5	13	ENSOCUG00000005562	90025292	90458913	1
5	13	ENSOCUG00000005602	123970664	123986701	1
5	13	ENSOCUG00000005607	123944336	123951882	-1
5	13	ENSOCUG00000005611	123894012	123895943	-1
5	13	ENSOCUG00000005634	36782329	36789370	-1
5	13	ENSOCUG00000005640	36772178	36777226	1
5	13	ENSOCUG00000005692	88451936	88655772	-1
5	13	ENSOCUG00000005695	88266520	88333381	1
5	13	ENSOCUG00000005759	44692974	44724681	-1
5	13	ENSOCUG00000005767	44666436	44685727	1
5	13	ENSOCUG00000005773	44618608	44634214	1
5	13	ENSOCUG00000005813	133163270	133163944	1
5	13	ENSOCUG00000005839	26017945	26079478	1
5	13	ENSOCUG00000005848	25968926	26004017	-1
5	13	ENSOCUG00000005870	122758727	122962733	-1
5	13	ENSOCUG00000005881	122720626	122740995	-1
5	13	ENSOCUG00000005890	122715924	122718199	-1
5	13	ENSOCUG00000005893	105105456	105496563	-1
5	13	ENSOCUG00000005895	122709926	122713255	-1
5	13	ENSOCUG00000005897	122699816	122708760	-1
5	13	ENSOCUG00000005903	112422986	112571787	1
5	13	ENSOCUG00000005907	39307750	39352888	-1
5	13	ENSOCUG00000005924	123845144	123862841	1
5	13	ENSOCUG00000005945	121053909	121097230	-1
5	13	ENSOCUG00000005951	121126613	121135638	1
5	13	ENSOCUG00000005954	121136922	121141572	-1
5	13	ENSOCUG00000005995	20361287	20962076	-1
5	13	ENSOCUG00000006005	20323314	20324207	1
5	13	ENSOCUG00000006146	134114285	134207731	-1
5	13	ENSOCUG00000006203	25838176	25868719	-1
5	13	ENSOCUG00000006209	42703583	42711688	1
5	13	ENSOCUG00000006212	42752976	42756512	-1
5	13	ENSOCUG00000006221	101596617	101675340	-1
5	13	ENSOCUG00000006227	101452669	101593249	1
5	13	ENSOCUG00000006286	38533035	38536465	1
5	13	ENSOCUG00000006304	69662551	69742570	-1
5	13	ENSOCUG00000006306	132444998	132458929	-1
5	13	ENSOCUG00000006310	51443758	51448700	1
5	13	ENSOCUG00000006316	41873971	41887916	-1
5	13	ENSOCUG00000006321	69625851	69662750	1
5	13	ENSOCUG00000006326	69464683	69566310	1
5	13	ENSOCUG00000006377	36945224	36954135	1
5	13	ENSOCUG00000006400	138507884	138533845	-1
5	13	ENSOCUG00000006405	138502952	138503698	-1
5	13	ENSOCUG00000006407	138483933	138491393	1
5	13	ENSOCUG00000006411	138477525	138483733	1
5	13	ENSOCUG00000006416	138465692	138468932	1
5	13	ENSOCUG00000006418	138435880	138457733	-1
5	13	ENSOCUG00000006421	138422091	138433077	1
5	13	ENSOCUG00000006426	138380516	138386293	1
5	13	ENSOCUG00000006460	118019207	118163050	1
5	13	ENSOCUG00000006463	12964009	13274884	-1
5	13	ENSOCUG00000006471	117905417	117951567	1
5	13	ENSOCUG00000006482	86728727	86741379	-1
5	13	ENSOCUG00000006493	139370112	139373305	1
5	13	ENSOCUG00000006507	129443671	129462364	1
5	13	ENSOCUG00000006508	99883785	99930147	-1
5	13	ENSOCUG00000006549	35068962	35073766	-1
5	13	ENSOCUG00000006571	133070075	133098422	-1
5	13	ENSOCUG00000006574	133057116	133060752	1
5	13	ENSOCUG00000006578	132995578	132997837	1
5	13	ENSOCUG00000006582	132962502	132966605	-1
5	13	ENSOCUG00000006612	119913473	119915168	-1
5	13	ENSOCUG00000006613	80367530	80431244	-1
5	13	ENSOCUG00000006616	119866148	119912040	1
5	13	ENSOCUG00000006630	120060175	120067150	-1
5	13	ENSOCUG00000006641	136463873	136693226	-1
5	13	ENSOCUG00000006686	129868731	129904805	1
5	13	ENSOCUG00000006721	87713696	87784773	1
5	13	ENSOCUG00000006728	129235978	129282140	1
5	13	ENSOCUG00000006743	129209591	129234636	1
5	13	ENSOCUG00000006777	55590541	55665017	-1
5	13	ENSOCUG00000006798	34346745	34347689	1
5	13	ENSOCUG00000006838	135271569	135303460	1
5	13	ENSOCUG00000006867	23870968	23892945	-1
5	13	ENSOCUG00000006873	23678196	23761299	1
5	13	ENSOCUG00000006878	139249304	139264749	-1
5	13	ENSOCUG00000006885	139245433	139249931	1
5	13	ENSOCUG00000006985	32017306	32026449	1
5	13	ENSOCUG00000006994	31979677	31982503	1
5	13	ENSOCUG00000007060	37616457	37631533	-1
5	13	ENSOCUG00000007070	37604644	37616125	-1
5	13	ENSOCUG00000007079	37579693	37603113	-1
5	13	ENSOCUG00000007119	118391602	118417620	-1
5	13	ENSOCUG00000007156	36791757	36810952	1
5	13	ENSOCUG00000007225	36243166	36248144	1
5	13	ENSOCUG00000007248	34634051	34634986	-1
5	13	ENSOCUG00000007257	42713916	42714074	-1
5	13	ENSOCUG00000007319	114087851	114096885	-1
5	13	ENSOCUG00000007371	138094461	138105113	-1
5	13	ENSOCUG00000007398	71146240	71168673	-1
5	13	ENSOCUG00000007428	40478155	40560023	-1
5	13	ENSOCUG00000007464	121181103	121312020	1
5	13	ENSOCUG00000007512	38983680	38984925	1
5	13	ENSOCUG00000007526	95622495	95651626	-1
5	13	ENSOCUG00000007568	46360788	46429593	1
5	13	ENSOCUG00000007572	46332484	46357541	-1
5	13	ENSOCUG00000007582	115471390	115521542	-1
5	13	ENSOCUG00000007583	115432349	115462166	1
5	13	ENSOCUG00000007586	46059880	46323909	1
5	13	ENSOCUG00000007587	138055467	138058215	1
5	13	ENSOCUG00000007590	20087952	20190872	-1
5	13	ENSOCUG00000007598	120193733	120219775	-1
5	13	ENSOCUG00000007600	120230271	120242026	-1
5	13	ENSOCUG00000007609	28088643	28145346	-1
5	13	ENSOCUG00000007655	65551657	65653623	-1
5	13	ENSOCUG00000007665	126757194	126773666	-1
5	13	ENSOCUG00000007677	126722247	126752118	1
5	13	ENSOCUG00000007695	103632870	103717635	-1
5	13	ENSOCUG00000007698	30641873	30644629	1
5	13	ENSOCUG00000007701	104258520	104286788	1
5	13	ENSOCUG00000007756	34496644	34497582	-1
5	13	ENSOCUG00000007762	34408157	34489845	1
5	13	ENSOCUG00000007800	131518690	131603348	1
5	13	ENSOCUG00000007801	52764234	52772387	1
5	13	ENSOCUG00000007809	52750681	52765004	-1
5	13	ENSOCUG00000007816	52735224	52738898	-1
5	13	ENSOCUG00000007819	64066947	64113558	-1
5	13	ENSOCUG00000007822	52645989	52733368	1
5	13	ENSOCUG00000007827	64023406	64064035	1
5	13	ENSOCUG00000007837	63974974	64004081	1
5	13	ENSOCUG00000007841	1175723	1207223	1
5	13	ENSOCUG00000007842	75695674	75784669	1
5	13	ENSOCUG00000007863	5681600	5692913	1
5	13	ENSOCUG00000007906	31374704	31381410	-1
5	13	ENSOCUG00000007914	31355697	31360643	-1
5	13	ENSOCUG00000007917	70167317	70167823	1
5	13	ENSOCUG00000007924	31321012	31329121	-1
5	13	ENSOCUG00000007930	31095227	31311165	-1
5	13	ENSOCUG00000008020	137448839	137522354	1
5	13	ENSOCUG00000008039	34275724	34276659	1
5	13	ENSOCUG00000008056	128121649	128144946	-1
5	13	ENSOCUG00000008065	133314081	133385020	-1
5	13	ENSOCUG00000008092	112273791	112314577	-1
5	13	ENSOCUG00000008100	112262513	112275282	1
5	13	ENSOCUG00000008107	112198922	112241960	-1
5	13	ENSOCUG00000008111	112795542	112820420	-1
5	13	ENSOCUG00000008126	112767378	112775536	1
5	13	ENSOCUG00000008130	112733088	112762635	1
5	13	ENSOCUG00000008135	38651458	38700662	1
5	13	ENSOCUG00000008136	112678452	112732969	-1
5	13	ENSOCUG00000008140	80999908	81103810	1
5	13	ENSOCUG00000008148	5613254	5654883	1
5	13	ENSOCUG00000008153	135265128	135450408	1
5	13	ENSOCUG00000008204	6400973	6466975	1
5	13	ENSOCUG00000008212	70621486	70634662	1
5	13	ENSOCUG00000008213	6472225	6580351	1
5	13	ENSOCUG00000008257	21020989	21039023	-1
5	13	ENSOCUG00000008267	119472495	119527533	-1
5	13	ENSOCUG00000008277	70940348	71064928	-1
5	13	ENSOCUG00000008285	94062651	94611443	1
5	13	ENSOCUG00000008307	34980687	34984301	-1
5	13	ENSOCUG00000008356	132898551	132911412	-1
5	13	ENSOCUG00000008385	115738422	115743135	-1
5	13	ENSOCUG00000008438	128802117	128829775	-1
5	13	ENSOCUG00000008441	27115123	27175196	1
5	13	ENSOCUG00000008446	26987889	26999994	-1
5	13	ENSOCUG00000008455	36833099	36839479	1
5	13	ENSOCUG00000008474	47551880	47565052	-1
5	13	ENSOCUG00000008543	2314053	2366764	1
5	13	ENSOCUG00000008544	38038920	38058308	1
5	13	ENSOCUG00000008547	39720960	39721241	1
5	13	ENSOCUG00000008584	122260212	122407429	1
5	13	ENSOCUG00000008587	699463	888465	-1
5	13	ENSOCUG00000008589	55108374	55112636	1
5	13	ENSOCUG00000008591	55009991	55107257	-1
5	13	ENSOCUG00000008610	66456372	67431933	1
5	13	ENSOCUG00000008625	54975049	55002097	-1
5	13	ENSOCUG00000008632	39032003	39034299	-1
5	13	ENSOCUG00000008633	137209651	137214366	-1
5	13	ENSOCUG00000008635	127946633	128084725	-1
5	13	ENSOCUG00000008640	38914355	38918683	1
5	13	ENSOCUG00000008641	135109987	135261529	1
5	13	ENSOCUG00000008645	38911188	38913909	1
5	13	ENSOCUG00000008647	38908338	38910127	1
5	13	ENSOCUG00000008656	75602342	75621193	-1
5	13	ENSOCUG00000008664	1501890	1609609	1
5	13	ENSOCUG00000008673	12439088	12447042	-1
5	13	ENSOCUG00000008682	12449290	12466206	1
5	13	ENSOCUG00000008690	133191487	133288759	1
5	13	ENSOCUG00000008704	118228942	118355121	1
5	13	ENSOCUG00000008738	6198173	6218286	-1
5	13	ENSOCUG00000008810	112959796	113023339	1
5	13	ENSOCUG00000008821	112907426	112940977	1
5	13	ENSOCUG00000008826	112881718	112888956	-1
5	13	ENSOCUG00000008846	143037322	143043166	-1
5	13	ENSOCUG00000008908	53591163	53593514	1
5	13	ENSOCUG00000008914	137884990	137889072	1
5	13	ENSOCUG00000008918	98994564	99071646	-1
5	13	ENSOCUG00000008922	137817423	137832644	1
5	13	ENSOCUG00000008930	64975274	65025375	-1
5	13	ENSOCUG00000008934	98857167	98942169	-1
5	13	ENSOCUG00000008946	98827475	98845640	1
5	13	ENSOCUG00000008954	98576932	98580446	-1
5	13	ENSOCUG00000008969	123337904	123353931	-1
5	13	ENSOCUG00000008982	23602459	23630041	-1
5	13	ENSOCUG00000009012	35617495	35669870	1
5	13	ENSOCUG00000009023	35569712	35592362	1
5	13	ENSOCUG00000009032	41781613	41786635	-1
5	13	ENSOCUG00000009034	35507849	35527542	1
5	13	ENSOCUG00000009037	41777071	41779459	1
5	13	ENSOCUG00000009044	41763934	41766725	-1
5	13	ENSOCUG00000009047	35464241	35485269	1
5	13	ENSOCUG00000009212	34831111	34861439	-1
5	13	ENSOCUG00000009230	119927242	119964058	1
5	13	ENSOCUG00000009243	6122859	6152310	1
5	13	ENSOCUG00000009249	112828733	112853316	1
5	13	ENSOCUG00000009311	32509231	32546932	1
5	13	ENSOCUG00000009322	79903971	79976581	1
5	13	ENSOCUG00000009325	43957353	43971614	1
5	13	ENSOCUG00000009330	43918643	43949807	1
5	13	ENSOCUG00000009332	79862592	79891565	1
5	13	ENSOCUG00000009336	43830041	43899066	-1
5	13	ENSOCUG00000009345	1071850	1145258	1
5	13	ENSOCUG00000009455	64367377	64424093	1
5	13	ENSOCUG00000009465	64230945	64317706	-1
5	13	ENSOCUG00000009524	30135838	30142352	1
5	13	ENSOCUG00000009566	39004122	39005582	1
5	13	ENSOCUG00000009589	35872675	35877133	1
5	13	ENSOCUG00000009676	54497508	54503987	1
5	13	ENSOCUG00000009679	40342548	40352042	1
5	13	ENSOCUG00000009681	54464274	54470150	-1
5	13	ENSOCUG00000009688	54400965	54404265	1
5	13	ENSOCUG00000009695	54387060	54397292	1
5	13	ENSOCUG00000009722	54136450	54175918	-1
5	13	ENSOCUG00000009734	54096115	54106540	1
5	13	ENSOCUG00000009744	54057118	54057585	-1
5	13	ENSOCUG00000009760	35838489	35849764	1
5	13	ENSOCUG00000009774	135407858	135430802	1
5	13	ENSOCUG00000009797	70391884	70530097	1
5	13	ENSOCUG00000009819	70266465	70347420	1
5	13	ENSOCUG00000009901	8357981	8429077	-1
5	13	ENSOCUG00000009959	32901407	32910158	-1
5	13	ENSOCUG00000009986	130960802	130977804	-1
5	13	ENSOCUG00000010011	36727973	36745444	-1
5	13	ENSOCUG00000010012	101181454	101255102	-1
5	13	ENSOCUG00000010020	100963487	101144759	-1
5	13	ENSOCUG00000010024	110415994	110497437	1
5	13	ENSOCUG00000010032	37492021	37500625	1
5	13	ENSOCUG00000010041	37454956	37460547	1
5	13	ENSOCUG00000010086	141106884	141121257	1
5	13	ENSOCUG00000010089	71706075	71714867	-1
5	13	ENSOCUG00000010144	112126804	112145762	1
5	13	ENSOCUG00000010160	79774085	79851536	-1
5	13	ENSOCUG00000010186	37104628	37111082	-1
5	13	ENSOCUG00000010191	37061869	37106967	1
5	13	ENSOCUG00000010235	104621803	104842172	1
5	13	ENSOCUG00000010256	51052873	51116055	-1
5	13	ENSOCUG00000010376	27242693	27262554	-1
5	13	ENSOCUG00000010380	27205966	27237449	1
5	13	ENSOCUG00000010429	34369042	34370019	1
5	13	ENSOCUG00000010430	36920386	36942818	1
5	13	ENSOCUG00000010517	63193889	63282549	-1
5	13	ENSOCUG00000010523	63142991	63179686	1
5	13	ENSOCUG00000010561	26127030	26143010	1
5	13	ENSOCUG00000010594	48463599	48534149	1
5	13	ENSOCUG00000010597	34285856	34286809	1
5	13	ENSOCUG00000010612	136799455	136832698	-1
5	13	ENSOCUG00000010645	20267396	20268148	-1
5	13	ENSOCUG00000010652	134019121	134038844	1
5	13	ENSOCUG00000010664	36202085	36209104	1
5	13	ENSOCUG00000010670	129850290	129851588	1
5	13	ENSOCUG00000010671	36145339	36153821	1
5	13	ENSOCUG00000010672	77712639	77910245	-1
5	13	ENSOCUG00000010674	16897984	16899416	-1
5	13	ENSOCUG00000010677	36109982	36127839	1
5	13	ENSOCUG00000010696	36089996	36108502	-1
5	13	ENSOCUG00000010707	36059702	36072143	-1
5	13	ENSOCUG00000010721	36045853	36059409	-1
5	13	ENSOCUG00000010731	35925920	36045492	1
5	13	ENSOCUG00000010780	74932343	74969312	-1
5	13	ENSOCUG00000010782	74798179	74836546	-1
5	13	ENSOCUG00000010887	138792934	138821091	-1
5	13	ENSOCUG00000010893	136849269	136888379	-1
5	13	ENSOCUG00000010951	131491117	131517371	-1
5	13	ENSOCUG00000010955	131388583	131492798	1
5	13	ENSOCUG00000010956	139183299	139193549	-1
5	13	ENSOCUG00000010974	73043599	73074960	1
5	13	ENSOCUG00000010985	70151491	70153323	1
5	13	ENSOCUG00000011003	142973913	143038674	1
5	13	ENSOCUG00000011054	140538060	140548617	-1
5	13	ENSOCUG00000011062	72266227	72366937	-1
5	13	ENSOCUG00000011064	140429868	140539776	1
5	13	ENSOCUG00000011085	41369834	41394028	1
5	13	ENSOCUG00000011090	41346878	41360274	1
5	13	ENSOCUG00000011102	130011178	130012311	1
5	13	ENSOCUG00000011104	6583024	6600802	-1
5	13	ENSOCUG00000011146	117426503	117427565	-1
5	13	ENSOCUG00000011199	131075671	131075958	-1
5	13	ENSOCUG00000011201	119759391	119779350	-1
5	13	ENSOCUG00000011228	44349378	44547571	1
5	13	ENSOCUG00000011270	34770521	34788107	-1
5	13	ENSOCUG00000011305	112578647	112594355	-1
5	13	ENSOCUG00000011307	13361577	13407611	1
5	13	ENSOCUG00000011317	13441250	13471222	1
5	13	ENSOCUG00000011322	13482297	13688448	-1
5	13	ENSOCUG00000011340	123296079	123310121	-1
5	13	ENSOCUG00000011349	123293784	123295356	1
5	13	ENSOCUG00000011390	86368241	86496471	1
5	13	ENSOCUG00000011428	124058910	124149633	-1
5	13	ENSOCUG00000011433	120908930	120916746	-1
5	13	ENSOCUG00000011443	30204109	30371204	-1
5	13	ENSOCUG00000011453	124040885	124057105	-1
5	13	ENSOCUG00000011463	30170642	30192448	-1
5	13	ENSOCUG00000011475	6167453	6183740	1
5	13	ENSOCUG00000011551	143069586	143077758	-1
5	13	ENSOCUG00000011564	40850777	40858171	1
5	13	ENSOCUG00000011594	132876422	132884400	1
5	13	ENSOCUG00000011637	124526808	124529660	-1
5	13	ENSOCUG00000011644	124513114	124521949	1
5	13	ENSOCUG00000011647	124348153	124504886	1
5	13	ENSOCUG00000011680	31479448	31481160	-1
5	13	ENSOCUG00000011685	31407761	31490927	-1
5	13	ENSOCUG00000011697	63437358	63462706	-1
5	13	ENSOCUG00000011760	41701461	41729265	-1
5	13	ENSOCUG00000011770	41594808	41688780	-1
5	13	ENSOCUG00000011771	38579536	38592065	1
5	13	ENSOCUG00000011784	38551264	38556493	-1
5	13	ENSOCUG00000011786	41563380	41572402	-1
5	13	ENSOCUG00000011788	38549081	38550882	1
5	13	ENSOCUG00000011792	38524667	38525936	-1
5	13	ENSOCUG00000011794	38395844	38525993	1
5	13	ENSOCUG00000011821	38368886	38386777	1
5	13	ENSOCUG00000011832	34752784	34754771	1
5	13	ENSOCUG00000011836	39870861	39942759	1
5	13	ENSOCUG00000011842	39829301	39832544	1
5	13	ENSOCUG00000011851	39753940	39754269	-1
5	13	ENSOCUG00000011928	33059472	33060611	1
5	13	ENSOCUG00000011960	131866338	131914801	1
5	13	ENSOCUG00000012077	37378633	37396083	-1
5	13	ENSOCUG00000012118	63617987	63619138	-1
5	13	ENSOCUG00000012139	124214485	124244815	1
5	13	ENSOCUG00000012142	11549010	11693227	-1
5	13	ENSOCUG00000012143	43427137	43442346	-1
5	13	ENSOCUG00000012145	124170606	124202975	-1
5	13	ENSOCUG00000012152	41503736	41505805	1
5	13	ENSOCUG00000012173	36429472	36444809	1
5	13	ENSOCUG00000012177	36294615	36386515	1
5	13	ENSOCUG00000012214	53305666	53306598	-1
5	13	ENSOCUG00000012232	35167994	35264993	-1
5	13	ENSOCUG00000012252	15714654	16354639	1
5	13	ENSOCUG00000012258	64434141	64505444	-1
5	13	ENSOCUG00000012268	99109593	99164984	1
5	13	ENSOCUG00000012272	22829184	22910984	1
5	13	ENSOCUG00000012284	119851312	119851542	1
5	13	ENSOCUG00000012291	74430795	74464866	-1
5	13	ENSOCUG00000012320	45285693	45414793	1
5	13	ENSOCUG00000012330	45151283	45242265	1
5	13	ENSOCUG00000012411	30514776	30534584	-1
5	13	ENSOCUG00000012424	119266480	119298120	-1
5	13	ENSOCUG00000012427	71366885	71388678	1
5	13	ENSOCUG00000012434	71244258	71363713	-1
5	13	ENSOCUG00000012460	121823611	121827896	-1
5	13	ENSOCUG00000012469	121822599	121823258	1
5	13	ENSOCUG00000012476	121845428	121847570	-1
5	13	ENSOCUG00000012480	121837628	121842457	1
5	13	ENSOCUG00000012489	121795376	121808969	1
5	13	ENSOCUG00000012490	10043639	10167115	-1
5	13	ENSOCUG00000012497	112632672	112769717	1
5	13	ENSOCUG00000012502	75543078	75560894	-1
5	13	ENSOCUG00000012509	121642600	121788182	1
5	13	ENSOCUG00000012584	141047291	141069174	-1
5	13	ENSOCUG00000012589	137537365	137554539	-1
5	13	ENSOCUG00000012596	53734890	53740424	-1
5	13	ENSOCUG00000012605	143252645	143319069	1
5	13	ENSOCUG00000012639	77457580	77473744	-1
5	13	ENSOCUG00000012640	40642131	40671690	-1
5	13	ENSOCUG00000012645	136367666	136401625	1
5	13	ENSOCUG00000012648	46745586	46935944	-1
5	13	ENSOCUG00000012659	40588378	40642064	-1
5	13	ENSOCUG00000012661	136275556	136363138	-1
5	13	ENSOCUG00000012679	87449105	87459534	-1
5	13	ENSOCUG00000012696	139284431	139322486	1
5	13	ENSOCUG00000012701	121408874	121415554	-1
5	13	ENSOCUG00000012707	129515362	129528779	-1
5	13	ENSOCUG00000012790	126465133	126477214	-1
5	13	ENSOCUG00000012796	126435746	126466046	1
5	13	ENSOCUG00000012809	55867495	55933256	1
5	13	ENSOCUG00000012861	36660495	36681065	-1
5	13	ENSOCUG00000012870	36635545	36657913	-1
5	13	ENSOCUG00000012878	36621217	36623463	1
5	13	ENSOCUG00000012886	36592787	36618142	1
5	13	ENSOCUG00000012899	36580577	36587357	-1
5	13	ENSOCUG00000012937	80725006	80888233	-1
5	13	ENSOCUG00000012942	104081396	104090226	-1
5	13	ENSOCUG00000012948	103843429	104078176	1
5	13	ENSOCUG00000012952	24452526	24456240	-1
5	13	ENSOCUG00000013050	128352476	128360192	1
5	13	ENSOCUG00000013140	142067638	142157914	-1
5	13	ENSOCUG00000013161	141997896	142002270	1
5	13	ENSOCUG00000013173	12860095	12930010	-1
5	13	ENSOCUG00000013265	132944423	132948870	1
5	13	ENSOCUG00000013357	129071602	129101797	-1
5	13	ENSOCUG00000013367	61053457	61262810	1
5	13	ENSOCUG00000013373	129022184	129068136	1
5	13	ENSOCUG00000013456	108243051	108306393	1
5	13	ENSOCUG00000013464	108118464	108129052	1
5	13	ENSOCUG00000013498	31782666	31794873	1
5	13	ENSOCUG00000013512	31768063	31779535	-1
5	13	ENSOCUG00000013523	31760230	31762848	1
5	13	ENSOCUG00000013525	12825834	12832517	-1
5	13	ENSOCUG00000013526	31753780	31758705	-1
5	13	ENSOCUG00000013537	31750879	31755312	1
5	13	ENSOCUG00000013540	130252376	130381834	-1
5	13	ENSOCUG00000013551	32379017	32393383	1
5	13	ENSOCUG00000013552	37786000	37942487	1
5	13	ENSOCUG00000013559	32319849	32338970	-1
5	13	ENSOCUG00000013564	139223048	139240154	1
5	13	ENSOCUG00000013582	41275326	41343488	1
5	13	ENSOCUG00000013585	32245770	32275417	1
5	13	ENSOCUG00000013586	119314681	119379675	1
5	13	ENSOCUG00000013591	32060277	32174423	1
5	13	ENSOCUG00000013594	137677701	137713542	-1
