ensembl_gene_id	chromosome_id	start_position	end_position
ENSOCUG00000011788	5	38549081	38550882
ENSOCUG00000011792	5	38524667	38525936
ENSOCUG00000011794	5	38395844	38525993
ENSOCUG00000011821	5	38368886	38386777
ENSOCUG00000011832	5	34752784	34754771
ENSOCUG00000011836	5	39870861	39942759
ENSOCUG00000011842	5	39829301	39832544
ENSOCUG00000011851	5	39753940	39754269
ENSOCUG00000011928	5	33059472	33060611
ENSOCUG00000011960	5	131866338	131914801
ENSOCUG00000012077	5	37378633	37396083
ENSOCUG00000012118	5	63617987	63619138
ENSOCUG00000012139	5	124214485	124244815
ENSOCUG00000012142	5	11549010	11693227
ENSOCUG00000012143	5	43427137	43442346
ENSOCUG00000012145	5	124170606	124202975
ENSOCUG00000012152	5	41503736	41505805
ENSOCUG00000012173	5	36429472	36444809
ENSOCUG00000012177	5	36294615	36386515
ENSOCUG00000012214	5	53305666	53306598
ENSOCUG00000012232	5	35167994	35264993
ENSOCUG00000012252	5	15714654	16354639
ENSOCUG00000012258	5	64434141	64505444
ENSOCUG00000012268	5	99109593	99164984
ENSOCUG00000012272	5	22829184	22910984
ENSOCUG00000012284	5	119851312	119851542
ENSOCUG00000012291	5	74430795	74464866
ENSOCUG00000012320	5	45285693	45414793
ENSOCUG00000012330	5	45151283	45242265
ENSOCUG00000012411	5	30514776	30534584
ENSOCUG00000012424	5	119266480	119298120
ENSOCUG00000012427	5	71366885	71388678
ENSOCUG00000012434	5	71244258	71363713
ENSOCUG00000012460	5	121823611	121827896
ENSOCUG00000012469	5	121822599	121823258
ENSOCUG00000012476	5	121845428	121847570
ENSOCUG00000012480	5	121837628	121842457
ENSOCUG00000012489	5	121795376	121808969
ENSOCUG00000012490	5	10043639	10167115
ENSOCUG00000012497	5	112632672	112769717
ENSOCUG00000012502	5	75543078	75560894
ENSOCUG00000012509	5	121642600	121788182
ENSOCUG00000012584	5	141047291	141069174
ENSOCUG00000012589	5	137537365	137554539
ENSOCUG00000012596	5	53734890	53740424
ENSOCUG00000012605	5	143252645	143319069
ENSOCUG00000012639	5	77457580	77473744
ENSOCUG00000012640	5	40642131	40671690
ENSOCUG00000012645	5	136367666	136401625
ENSOCUG00000012648	5	46745586	46935944
ENSOCUG00000012659	5	40588378	40642064
ENSOCUG00000012661	5	136275556	136363138
ENSOCUG00000012679	5	87449105	87459534
ENSOCUG00000012696	5	139284431	139322486
ENSOCUG00000012701	5	121408874	121415554
ENSOCUG00000012707	5	129515362	129528779
ENSOCUG00000012790	5	126465133	126477214
ENSOCUG00000012796	5	126435746	126466046
ENSOCUG00000012809	5	55867495	55933256
ENSOCUG00000012861	5	36660495	36681065
ENSOCUG00000012870	5	36635545	36657913
ENSOCUG00000012878	5	36621217	36623463
ENSOCUG00000012886	5	36592787	36618142
ENSOCUG00000012899	5	36580577	36587357
ENSOCUG00000012937	5	80725006	80888233
ENSOCUG00000012942	5	104081396	104090226
ENSOCUG00000012948	5	103843429	104078176
ENSOCUG00000012952	5	24452526	24456240
ENSOCUG00000013050	5	128352476	128360192
ENSOCUG00000013140	5	142067638	142157914
ENSOCUG00000013161	5	141997896	142002270
ENSOCUG00000013173	5	12860095	12930010
ENSOCUG00000013265	5	132944423	132948870
ENSOCUG00000013357	5	129071602	129101797
ENSOCUG00000013367	5	61053457	61262810
ENSOCUG00000013373	5	129022184	129068136
ENSOCUG00000013456	5	108243051	108306393
ENSOCUG00000013464	5	108118464	108129052
ENSOCUG00000013498	5	31782666	31794873
ENSOCUG00000013512	5	31768063	31779535
ENSOCUG00000013523	5	31760230	31762848
ENSOCUG00000013525	5	12825834	12832517
ENSOCUG00000013526	5	31753780	31758705
ENSOCUG00000013537	5	31750879	31755312
ENSOCUG00000013540	5	130252376	130381834
ENSOCUG00000013551	5	32379017	32393383
ENSOCUG00000013552	5	37786000	37942487
ENSOCUG00000013559	5	32319849	32338970
ENSOCUG00000013564	5	139223048	139240154
ENSOCUG00000013582	5	41275326	41343488
ENSOCUG00000013585	5	32245770	32275417
ENSOCUG00000013586	5	119314681	119379675
ENSOCUG00000013591	5	32060277	32174423
ENSOCUG00000013594	5	137677701	137713542
ENSOCUG00000013639	5	83202009	83363916
ENSOCUG00000013644	5	97790358	97812892
ENSOCUG00000013653	5	129497137	129507031
ENSOCUG00000013658	5	97730393	97754613
ENSOCUG00000013660	5	129490763	129492747
ENSOCUG00000013662	5	89875904	89914004
ENSOCUG00000013674	5	129485520	129489547
ENSOCUG00000013683	5	129470401	129484193
ENSOCUG00000013714	5	34520704	34521639
ENSOCUG00000013736	5	71406403	71439224
ENSOCUG00000013780	5	21911925	21913019
ENSOCUG00000013789	5	21914142	21977168
ENSOCUG00000013791	5	44567322	44569502
ENSOCUG00000013795	5	11975160	11983314
ENSOCUG00000013796	5	70585865	70613366
ENSOCUG00000013806	5	54790109	54908882
ENSOCUG00000013811	5	21974543	22011770
ENSOCUG00000013824	5	22054683	22234384
ENSOCUG00000013892	5	108195013	108196033
ENSOCUG00000013924	5	42025646	42095202
ENSOCUG00000013956	5	34730103	34733919
ENSOCUG00000013962	5	34705022	34705933
ENSOCUG00000013999	5	139147064	139147760
ENSOCUG00000014063	5	129821434	129833911
ENSOCUG00000014068	5	125926888	125944256
ENSOCUG00000014070	5	44812320	44832824
ENSOCUG00000014170	5	123930921	123937128
ENSOCUG00000014239	5	69362310	69404594
ENSOCUG00000014241	5	69302148	69320058
ENSOCUG00000014244	5	63909526	63955168
ENSOCUG00000014247	5	63877134	63901168
ENSOCUG00000014279	5	52207275	52426704
ENSOCUG00000014294	5	120546710	120785135
ENSOCUG00000014319	5	120346504	120538766
ENSOCUG00000014360	5	41926799	41973512
ENSOCUG00000014365	5	33526468	33527570
ENSOCUG00000014420	5	53272457	53296116
ENSOCUG00000014421	5	31684595	31689682
ENSOCUG00000014435	5	31633445	31637134
ENSOCUG00000014473	5	32812456	32817791
ENSOCUG00000014479	5	32751795	32807242
ENSOCUG00000014503	5	32736052	32751567
ENSOCUG00000014552	5	24809442	24842459
ENSOCUG00000014555	5	24708360	24745202
ENSOCUG00000014588	5	134924719	134957667
ENSOCUG00000014599	5	134858775	134924705
ENSOCUG00000014608	5	134849947	134860535
ENSOCUG00000014622	5	133616911	133624878
ENSOCUG00000014711	5	133457630	133576967
ENSOCUG00000014719	5	139912769	139935802
ENSOCUG00000014732	5	124261082	124290797
ENSOCUG00000014803	5	80459507	80475660
ENSOCUG00000014830	5	137721855	137752121
ENSOCUG00000014859	5	141309283	141597075
ENSOCUG00000014896	5	137260382	137282265
ENSOCUG00000014931	5	75163778	75264523
ENSOCUG00000014955	5	41178880	41186777
ENSOCUG00000014965	5	37420632	37434024
ENSOCUG00000014969	5	37413282	37422463
ENSOCUG00000014986	5	37157579	37375770
ENSOCUG00000015036	5	139695490	139865690
ENSOCUG00000015119	5	130525637	130763091
ENSOCUG00000015138	5	130484396	130488239
ENSOCUG00000015143	5	130475113	130481716
ENSOCUG00000015194	5	131152385	131158701
ENSOCUG00000015200	5	39652821	39653672
ENSOCUG00000015217	5	888734	900476
ENSOCUG00000015222	5	905004	1065458
ENSOCUG00000015239	5	88038878	88039348
ENSOCUG00000015242	5	40953115	40998052
ENSOCUG00000015245	5	12602568	12608127
ENSOCUG00000015257	5	40779873	40782403
ENSOCUG00000015291	5	33071395	33072666
ENSOCUG00000015315	5	133985549	134011065
ENSOCUG00000015370	5	48212374	48293619
ENSOCUG00000015382	5	48145205	48166813
ENSOCUG00000015437	5	78201516	78302559
ENSOCUG00000015438	5	99269467	99337225
ENSOCUG00000015440	5	70717562	70929350
ENSOCUG00000015456	5	99202293	99253401
ENSOCUG00000015476	5	33875393	33876331
ENSOCUG00000015479	5	25553305	25728141
ENSOCUG00000015509	5	8591047	8663190
ENSOCUG00000015514	5	6912840	6948622
ENSOCUG00000015524	5	3634082	3910319
ENSOCUG00000015529	5	39192327	39192617
ENSOCUG00000015531	5	6978806	7137667
ENSOCUG00000015532	5	101736627	101975482
ENSOCUG00000015538	5	64126474	64200696
ENSOCUG00000015550	5	3928167	4261071
ENSOCUG00000015574	5	62900510	62901658
ENSOCUG00000015579	5	30415542	30448390
ENSOCUG00000015591	5	111787292	111938533
ENSOCUG00000015685	5	80254317	80279016
ENSOCUG00000015726	5	54941817	54966145
ENSOCUG00000015731	5	53005079	53023619
ENSOCUG00000015733	5	38566071	38575702
ENSOCUG00000015742	5	52955098	52988762
ENSOCUG00000015744	5	48390132	48390708
ENSOCUG00000015746	5	22310424	22336043
ENSOCUG00000015755	5	52939541	52955080
ENSOCUG00000015763	5	54933243	54935478
ENSOCUG00000015766	5	104344417	104766479
ENSOCUG00000015772	5	52893671	52907169
ENSOCUG00000015825	5	126203282	126256140
ENSOCUG00000015831	5	33345236	33347154
ENSOCUG00000015838	5	126185292	126198465
ENSOCUG00000015852	5	125738019	125759332
ENSOCUG00000015858	5	126103762	126156525
ENSOCUG00000015914	5	21200357	21270164
ENSOCUG00000015927	5	125716684	125717232
ENSOCUG00000015946	5	52788863	52803127
ENSOCUG00000015957	5	21156847	21167181
ENSOCUG00000015967	5	21069413	21112680
ENSOCUG00000016000	5	126052000	126058493
ENSOCUG00000016005	5	126036745	126044447
ENSOCUG00000016036	5	110107958	110246410
ENSOCUG00000016044	5	10263686	10267605
ENSOCUG00000016049	5	114016674	114031315
ENSOCUG00000016077	5	106634847	106719456
ENSOCUG00000016083	5	72554602	72768815
ENSOCUG00000016084	5	97764072	97764844
ENSOCUG00000016130	5	36518405	36531807
ENSOCUG00000016158	5	37726173	37741622
ENSOCUG00000016170	5	37700926	37716181
ENSOCUG00000016188	5	37690737	37700701
ENSOCUG00000016197	5	127565908	127597239
ENSOCUG00000016199	5	79599404	79617730
ENSOCUG00000016204	5	37687026	37690344
ENSOCUG00000016208	5	36333792	36335921
ENSOCUG00000016230	5	89856343	89863170
ENSOCUG00000016238	5	89769387	89854820
ENSOCUG00000016240	5	48546788	48596858
ENSOCUG00000016246	5	132473305	132488803
ENSOCUG00000016262	5	116470685	116563892
ENSOCUG00000016294	5	125601998	125624089
ENSOCUG00000016320	5	38229777	38252063
ENSOCUG00000016354	5	38148948	38173938
ENSOCUG00000016358	5	138121938	138191023
ENSOCUG00000016365	5	38121166	38144206
ENSOCUG00000016385	5	34028769	34057484
ENSOCUG00000016400	5	33960385	33961314
ENSOCUG00000016424	5	49496356	49520064
ENSOCUG00000016427	5	49759032	49839658
ENSOCUG00000016438	5	49440983	49473508
ENSOCUG00000016442	5	132685672	132724500
ENSOCUG00000016453	5	6875221	6887789
ENSOCUG00000016457	5	49404944	49411517
ENSOCUG00000016461	5	38336054	38359956
ENSOCUG00000016463	5	49232931	49344729
ENSOCUG00000016477	5	21725621	21768081
ENSOCUG00000016480	5	113051061	113283190
ENSOCUG00000016511	5	141881794	141900591
ENSOCUG00000016515	5	127605727	127607271
ENSOCUG00000016521	5	127618977	127641923
ENSOCUG00000016565	5	44014973	44186377
ENSOCUG00000016576	5	43316152	43317228
ENSOCUG00000016604	5	120860082	120904228
ENSOCUG00000016639	5	113574572	113595341
ENSOCUG00000016645	5	113475513	113542602
ENSOCUG00000016671	5	32669064	32694923
ENSOCUG00000016720	5	123217807	123258025
ENSOCUG00000016760	5	87323575	87386532
ENSOCUG00000016774	5	113842728	113858116
ENSOCUG00000016776	5	51249967	51266685
ENSOCUG00000016784	5	49604412	49616346
ENSOCUG00000016789	5	49564177	49600856
ENSOCUG00000016800	5	63639836	63826034
ENSOCUG00000016810	5	121961368	122202602
ENSOCUG00000016833	5	121892519	121924666
ENSOCUG00000016862	5	11519669	11532132
ENSOCUG00000016916	5	139061970	139113548
ENSOCUG00000016927	5	139058018	139059383
ENSOCUG00000016938	5	139035357	139057422
ENSOCUG00000016959	5	138998477	139024339
ENSOCUG00000016978	5	138985955	138993398
ENSOCUG00000016993	5	138897281	138934353
ENSOCUG00000016997	5	140156290	140282880
ENSOCUG00000017056	5	75844669	75998179
ENSOCUG00000017178	5	109967539	110036311
ENSOCUG00000017190	5	109907255	109953450
ENSOCUG00000017204	5	109553761	109873740
ENSOCUG00000017248	5	119404720	119411495
ENSOCUG00000017251	5	75635645	75650152
ENSOCUG00000017263	5	126264579	126342666
ENSOCUG00000017275	5	126264579	126267630
ENSOCUG00000017318	5	55490603	55522597
ENSOCUG00000017347	5	100684393	100783088
ENSOCUG00000017363	5	121036928	121037934
ENSOCUG00000017382	5	50516164	50809781
ENSOCUG00000017383	5	87596364	87703058
ENSOCUG00000017432	5	21805632	21830812
ENSOCUG00000017438	5	21849963	21860289
ENSOCUG00000017466	5	72439154	72483844
ENSOCUG00000017475	5	1212724	1229753
ENSOCUG00000017476	5	72380235	72420769
ENSOCUG00000017499	5	65303375	65431405
ENSOCUG00000017503	5	121313126	121316234
ENSOCUG00000017608	5	67728398	67807643
ENSOCUG00000017651	5	25426188	25438100
ENSOCUG00000017667	5	32958677	32983552
ENSOCUG00000017680	5	52478436	52480070
ENSOCUG00000017682	5	139896200	139906585
ENSOCUG00000017688	5	32889975	32891696
ENSOCUG00000017692	5	32856277	32885844
ENSOCUG00000017695	5	34315678	34316619
ENSOCUG00000017697	5	34322230	34323293
ENSOCUG00000017739	5	4269659	4395588
ENSOCUG00000017751	5	128370723	128635823
ENSOCUG00000017768	5	31706931	31709155
ENSOCUG00000017799	5	2513352	2721566
ENSOCUG00000017831	5	137360752	137361780
ENSOCUG00000017862	5	16547930	16564640
ENSOCUG00000017914	5	123533634	123544573
ENSOCUG00000017916	5	123576857	123577795
ENSOCUG00000017931	5	137312364	137328793
ENSOCUG00000017932	5	137305427	137309513
ENSOCUG00000017938	5	120981824	120985257
ENSOCUG00000017939	5	120943995	120981795
ENSOCUG00000017949	5	44895957	44926594
ENSOCUG00000017959	5	138560372	138568186
ENSOCUG00000017965	5	22700503	22726543
ENSOCUG00000020896	5	34549640	34550569
ENSOCUG00000020919	5	41018888	41022208
ENSOCUG00000020985	5	133291219	133304888
ENSOCUG00000020990	5	143166377	143192506
ENSOCUG00000021074	5	133942530	133983227
ENSOCUG00000021111	5	119969088	119977999
ENSOCUG00000021113	5	118381237	118381999
ENSOCUG00000021143	5	123216514	123221834
ENSOCUG00000021160	5	103023335	103023805
ENSOCUG00000021249	5	38994112	38995247
ENSOCUG00000021258	5	111653499	111654473
ENSOCUG00000021279	5	37645716	37648654
ENSOCUG00000021391	5	132438678	132443989
ENSOCUG00000021393	5	32284614	32285137
ENSOCUG00000021398	5	12472598	12476166
ENSOCUG00000021414	5	40441585	40449023
ENSOCUG00000021421	5	131373795	131374652
ENSOCUG00000021424	5	41009572	41016769
ENSOCUG00000021538	5	123592962	123593909
ENSOCUG00000021578	5	33151542	33152208
ENSOCUG00000021583	5	124356222	124357043
ENSOCUG00000021634	5	608891	621631
ENSOCUG00000021639	5	123565188	123566135
ENSOCUG00000021643	5	33757542	33758477
ENSOCUG00000021685	5	139890851	139891042
ENSOCUG00000021718	5	42444596	42452022
ENSOCUG00000021747	5	99337543	99424779
ENSOCUG00000021750	5	32062477	32067886
ENSOCUG00000021905	5	32301819	32303474
ENSOCUG00000021944	5	13349068	13349478
ENSOCUG00000021982	5	72231927	72233513
ENSOCUG00000022033	5	32126931	32130178
ENSOCUG00000022100	5	12384590	12559460
ENSOCUG00000022115	5	16650938	16652395
ENSOCUG00000022184	5	21503660	21504175
ENSOCUG00000022203	5	127608046	127614295
ENSOCUG00000022220	5	34616329	34617282
ENSOCUG00000022246	5	79686699	79741757
ENSOCUG00000022281	5	34675803	34676744
ENSOCUG00000022296	5	33204207	33205885
ENSOCUG00000022310	5	132384641	132394654
ENSOCUG00000022318	5	127075967	127079689
ENSOCUG00000022328	5	109041407	109042162
ENSOCUG00000022332	5	134391467	134618923
ENSOCUG00000022347	5	55565250	55582212
ENSOCUG00000022362	5	74537561	74540062
ENSOCUG00000022397	5	123648936	123649883
ENSOCUG00000022419	5	41194130	41202044
ENSOCUG00000022427	5	42308446	42326772
ENSOCUG00000022449	5	100898084	100957159
ENSOCUG00000022450	5	130198740	130233179
ENSOCUG00000022455	5	49474932	49485445
ENSOCUG00000022473	5	130922377	130930002
ENSOCUG00000022499	5	49275680	49276147
ENSOCUG00000022546	5	12211781	12229102
ENSOCUG00000022551	5	122752411	122753479
ENSOCUG00000022574	5	6862691	6866669
ENSOCUG00000022581	5	69311237	69311812
ENSOCUG00000022596	5	87914485	87942746
ENSOCUG00000022617	5	115146650	115147538
ENSOCUG00000022645	5	126826072	126828854
ENSOCUG00000022646	5	39016888	39018876
ENSOCUG00000022681	5	37451304	37779156
ENSOCUG00000022718	5	30374038	30374580
ENSOCUG00000022736	5	132523242	132523757
ENSOCUG00000022765	5	16721641	16722759
ENSOCUG00000022805	5	41805044	41821924
ENSOCUG00000022822	5	12561234	12578383
ENSOCUG00000022823	5	129667293	129667820
ENSOCUG00000022868	5	60449385	60454600
ENSOCUG00000022892	5	31943436	31944313
ENSOCUG00000022907	5	40359413	40384083
ENSOCUG00000022928	5	129567990	129572925
ENSOCUG00000022936	5	33809811	33810740
ENSOCUG00000022947	5	33924333	33932430
ENSOCUG00000022986	5	121142867	121145605
ENSOCUG00000022989	5	10588351	10632206
ENSOCUG00000023015	5	36339537	36344754
ENSOCUG00000023058	5	32891503	33007056
ENSOCUG00000023061	5	138273628	138330113
ENSOCUG00000023068	5	38770562	38770756
ENSOCUG00000023070	5	113857814	113894176
ENSOCUG00000023076	5	24771533	24793953
ENSOCUG00000023095	5	64004322	64023054
ENSOCUG00000023110	5	5153284	5182568
ENSOCUG00000023151	5	32433477	32472146
ENSOCUG00000023165	5	6030236	6030793
ENSOCUG00000023184	5	143078113	143087432
ENSOCUG00000023188	5	49347966	49372400
ENSOCUG00000023194	5	119430615	119473938
ENSOCUG00000023196	5	42569189	42581407
ENSOCUG00000023212	5	140335508	140342052
ENSOCUG00000023239	5	52710603	52714465
ENSOCUG00000023315	5	51733070	51780265
ENSOCUG00000023343	5	111942224	111954352
ENSOCUG00000023370	5	16443250	16509855
ENSOCUG00000023372	5	51968001	51968330
ENSOCUG00000023383	5	37530581	37535312
ENSOCUG00000023444	5	72192865	72193692
ENSOCUG00000023448	5	54475701	54480899
ENSOCUG00000023460	5	26268319	26283647
ENSOCUG00000023473	5	75136563	75155504
ENSOCUG00000023504	5	115168437	115192006
ENSOCUG00000023535	5	42144544	42144924
ENSOCUG00000023542	5	24215660	24216764
ENSOCUG00000023543	5	12190022	12201297
ENSOCUG00000023553	5	72006425	72013735
ENSOCUG00000023561	5	117383274	117383855
ENSOCUG00000023567	5	6897438	6897833
ENSOCUG00000023568	5	112172184	112197289
ENSOCUG00000023677	5	38093703	38097250
ENSOCUG00000023703	5	54512152	54516784
ENSOCUG00000023710	5	7157657	7158012
ENSOCUG00000023717	5	139133472	139142614
ENSOCUG00000023733	5	122675286	122694899
ENSOCUG00000023757	5	12419568	12441106
ENSOCUG00000023790	5	102275497	102461572
ENSOCUG00000023797	5	126975130	127002162
ENSOCUG00000023803	5	1158970	1169846
ENSOCUG00000023811	5	42188651	42189061
ENSOCUG00000023876	5	49161309	49166531
ENSOCUG00000023883	5	142053888	142061886
ENSOCUG00000023896	5	129694182	129720484
ENSOCUG00000023908	5	80611446	80617294
ENSOCUG00000023943	5	38278149	38331837
ENSOCUG00000023952	5	56637524	56805766
ENSOCUG00000023957	5	37503656	37507951
ENSOCUG00000023964	5	12493048	12496969
ENSOCUG00000024005	5	123902648	123921012
ENSOCUG00000024032	5	76033405	76034163
ENSOCUG00000024045	5	37783213	37784771
ENSOCUG00000024046	5	34023387	34025043
ENSOCUG00000024057	5	91741124	91742020
ENSOCUG00000024096	5	38920406	38921132
ENSOCUG00000024104	5	133012352	133017359
ENSOCUG00000024122	5	143321756	143328393
ENSOCUG00000024194	5	9738278	9820428
ENSOCUG00000024263	5	90819407	90819877
ENSOCUG00000024267	5	131238318	131243675
ENSOCUG00000024272	5	87528990	87585006
ENSOCUG00000024275	5	32079846	32085067
ENSOCUG00000024314	5	41119253	41122545
ENSOCUG00000024324	5	98553509	98555283
ENSOCUG00000024349	5	31461197	31470127
ENSOCUG00000024378	5	86748890	86777705
ENSOCUG00000024389	5	36155207	36187459
ENSOCUG00000024417	5	127461624	127469672
ENSOCUG00000024443	5	54434849	54459965
ENSOCUG00000024452	5	121943052	121958611
ENSOCUG00000024485	5	131643938	131669673
ENSOCUG00000024498	5	52502613	52503191
ENSOCUG00000024543	5	42189836	42190216
ENSOCUG00000024668	5	50561090	50561560
ENSOCUG00000024764	5	95471030	95473871
ENSOCUG00000024789	5	80013899	80103166
ENSOCUG00000024795	5	34205311	34236944
ENSOCUG00000024804	5	121816728	121820594
ENSOCUG00000024817	5	112594421	112622916
ENSOCUG00000024845	5	111347379	111349157
ENSOCUG00000024863	5	72953808	72954218
ENSOCUG00000024881	5	98216537	98217226
ENSOCUG00000024900	5	34582276	34583205
ENSOCUG00000024935	5	43032248	43072442
ENSOCUG00000024988	5	112876687	112881714
ENSOCUG00000025002	5	50194936	50195316
ENSOCUG00000025029	5	54246861	54261114
ENSOCUG00000025113	5	126607135	126613913
ENSOCUG00000025117	5	119567056	119759131
ENSOCUG00000025145	5	131184691	131190586
ENSOCUG00000025179	5	61363604	61364249
ENSOCUG00000025231	5	120988135	121019582
ENSOCUG00000025301	5	122696068	122699554
ENSOCUG00000025318	5	131198896	131204276
ENSOCUG00000025350	5	131340114	131345369
ENSOCUG00000025476	5	140953630	140970812
ENSOCUG00000025540	5	125801519	125865886
ENSOCUG00000025548	5	21596967	21619281
ENSOCUG00000025593	5	39474449	39476225
ENSOCUG00000025603	5	25872069	25906738
ENSOCUG00000025619	5	38743806	38744632
ENSOCUG00000025623	5	140367365	140374611
ENSOCUG00000025655	5	24893315	24944258
ENSOCUG00000025691	5	37676468	37684444
ENSOCUG00000025693	5	42803783	42805451
ENSOCUG00000025697	5	143045782	143047897
ENSOCUG00000025702	5	119717698	119729974
ENSOCUG00000025724	5	78261998	78262343
ENSOCUG00000025757	5	136458492	136459415
ENSOCUG00000025781	5	36329305	36333442
ENSOCUG00000025798	5	34606057	34606998
ENSOCUG00000025918	5	42158889	42159281
ENSOCUG00000025939	5	52435919	52449516
ENSOCUG00000025958	5	36624150	36624897
ENSOCUG00000026023	5	53709041	53717326
ENSOCUG00000026059	5	16765174	16770418
ENSOCUG00000026072	5	108452072	108452881
ENSOCUG00000026104	5	68811368	68813302
ENSOCUG00000026125	5	139466287	139471284
ENSOCUG00000026133	5	36275821	36288196
ENSOCUG00000026136	5	16591765	16602287
ENSOCUG00000026145	5	36992727	37019820
ENSOCUG00000026156	5	37631709	37645389
ENSOCUG00000026163	5	34568695	34569669
ENSOCUG00000026180	5	137530370	137536734
ENSOCUG00000026198	5	42870507	42877236
ENSOCUG00000026239	5	23519556	23520764
ENSOCUG00000026265	5	123630248	123631177
ENSOCUG00000026310	5	139679827	139705767
ENSOCUG00000026343	5	47077473	47143545
ENSOCUG00000026347	5	72925961	72957178
ENSOCUG00000026372	5	129437154	129438209
ENSOCUG00000026398	5	60473114	60482329
ENSOCUG00000026497	5	2247363	2274533
ENSOCUG00000026503	5	79316277	79316590
ENSOCUG00000026588	5	74071905	74073006
ENSOCUG00000026602	5	123665845	123666783
ENSOCUG00000026605	5	123962840	123970351
ENSOCUG00000026609	5	36577126	36579463
ENSOCUG00000026654	5	46590895	46591770
ENSOCUG00000026714	5	35407393	35416093
ENSOCUG00000026738	5	34338140	34339087
ENSOCUG00000026766	5	41022821	41026861
ENSOCUG00000026781	5	21651644	21724381
ENSOCUG00000026792	5	32560612	32602522
ENSOCUG00000026819	5	36901961	36903079
ENSOCUG00000026826	5	123991175	123999188
ENSOCUG00000026830	5	39397424	39397966
ENSOCUG00000026877	5	44273276	44295652
ENSOCUG00000026971	5	40354087	40354257
ENSOCUG00000027000	5	124220822	124223304
ENSOCUG00000027011	5	60519357	60525047
ENSOCUG00000027012	5	74316121	74316531
ENSOCUG00000027025	5	140769472	140780452
ENSOCUG00000027044	5	143161556	143165435
ENSOCUG00000027060	5	100381423	100382238
ENSOCUG00000027070	5	54564889	54577627
ENSOCUG00000027117	5	120242282	120266792
ENSOCUG00000027120	5	41741072	41757293
ENSOCUG00000027146	5	33847469	33848401
ENSOCUG00000027208	5	54913984	54927631
ENSOCUG00000027213	5	51451523	51457153
ENSOCUG00000027222	5	88927021	88930788
ENSOCUG00000027251	5	41768999	41775120
ENSOCUG00000027270	5	84561673	84563622
ENSOCUG00000027272	5	138046456	138047448
ENSOCUG00000027286	5	43632026	43632937
ENSOCUG00000027315	5	42169409	42169816
ENSOCUG00000027363	5	115562995	115583822
ENSOCUG00000027371	5	121857589	121878955
ENSOCUG00000027397	5	80552792	80594876
ENSOCUG00000027424	5	55529742	55540692
ENSOCUG00000027462	5	40903577	40908336
ENSOCUG00000027478	5	99500809	99515450
ENSOCUG00000027528	5	137029297	137122362
ENSOCUG00000027531	5	131048144	131053823
ENSOCUG00000027546	5	131283838	131288743
ENSOCUG00000027575	5	12370887	12404072
ENSOCUG00000027576	5	77044329	77044718
ENSOCUG00000027583	5	131224134	131228934
ENSOCUG00000027588	5	38785274	38798461
ENSOCUG00000027613	5	42998605	42998733
ENSOCUG00000027626	5	25457777	25540068
ENSOCUG00000027668	5	133580101	133587821
ENSOCUG00000027689	5	12467322	12470951
ENSOCUG00000027717	5	46474173	46474967
ENSOCUG00000027759	5	30631332	30975986
ENSOCUG00000027778	5	71677081	71704660
ENSOCUG00000027801	5	95205475	95205798
ENSOCUG00000027809	5	60558377	60565688
ENSOCUG00000027815	5	31541155	31550149
ENSOCUG00000027876	5	91596852	91740580
ENSOCUG00000027895	5	123268566	123290398
ENSOCUG00000027957	5	1724394	2219126
ENSOCUG00000027971	5	36968732	37026771
ENSOCUG00000027994	5	36791531	36793613
ENSOCUG00000028047	5	124017447	124025355
ENSOCUG00000028085	5	71092121	71092426
ENSOCUG00000028151	5	143332426	143334476
ENSOCUG00000028203	5	35356013	35356363
ENSOCUG00000028209	5	42838519	42838845
ENSOCUG00000028213	5	52845248	52849493
ENSOCUG00000028218	5	26147851	26158379
ENSOCUG00000028219	5	272823	279450
ENSOCUG00000028993	5	36493242	36514405
ENSOCUG00000028998	5	39247799	39330203
ENSOCUG00000029003	5	101154680	101154793
ENSOCUG00000029014	5	20294093	20336297
ENSOCUG00000029036	5	77391379	77391582
ENSOCUG00000029059	5	38255480	38257956
ENSOCUG00000029078	5	39597642	39758611
ENSOCUG00000029176	5	37516433	37517947
ENSOCUG00000029185	5	32913914	32947554
ENSOCUG00000029252	5	73078043	73165742
ENSOCUG00000029253	5	75191869	75237317
ENSOCUG00000029254	5	114060355	114077643
ENSOCUG00000029280	5	32196256	32200427
ENSOCUG00000029286	5	55710169	55846233
ENSOCUG00000029303	5	52488776	52585811
ENSOCUG00000029317	5	113560045	113566996
ENSOCUG00000029326	5	129365575	129366425
ENSOCUG00000029356	5	108083768	108118001
ENSOCUG00000029367	5	130489831	130493886
ENSOCUG00000029399	5	30580926	30624057
ENSOCUG00000029424	5	140826986	140828107
ENSOCUG00000029470	5	96252615	96547682
ENSOCUG00000029477	5	24336551	24339035
ENSOCUG00000029506	5	40079055	40082090
ENSOCUG00000029537	5	102788340	102790893
ENSOCUG00000029559	5	1027022	1028922
ENSOCUG00000029586	5	132827713	132848360
ENSOCUG00000029590	5	54537234	54542202
ENSOCUG00000029610	5	31801765	31807211
ENSOCUG00000029622	5	35714066	35746533
ENSOCUG00000029638	5	42768487	42769974
ENSOCUG00000029709	5	133602394	133605961
ENSOCUG00000029720	5	131093702	131289921
ENSOCUG00000029723	5	44874694	44887455
ENSOCUG00000029726	5	65282811	65304088
ENSOCUG00000029734	5	62637585	62638724
